label,error_type,predicted_probability,true_labels,predicted_labels,comment_text
obscene,false_positive,0.996656806147757,"toxic, insult","toxic, obscene, insult",NIGHTSTALLION IS A CUNT
obscene,false_positive,0.9909662788957129,toxic,"toxic, obscene, insult",Hey JustAnother You suck balls lol
obscene,false_positive,0.9863266766141774,toxic,"toxic, obscene, insult",", who blantently privledge shit over quality"
obscene,false_negative,0.00564429865238563,"toxic, obscene, insult, identity_hate",,""" fuck u communist bastards!!!! if u lik the sunflkower on this page go blow urself. It has all the sections clearly labeled and it is easy to read. One small thing would maybe be to have less sections, although I do think that for showing so many different aspects of the sunflower you do a good job of keeping it focused. Overall well done, probably one of the best I have read. I would say try to simplify it a little bit, and are all the pictures relevant to the article? Adrian Arias New image thumb| Sunflower I'd like to propose this image for the sunflower article. Wow that's nice. Go ahead and add it to the gallery, if that's where you'd like it. Bold text Unneccessary reference Is Samurai Champloo important enough to be included in this article? It doesn't seem to add much to the article. Why's every article I look at have some reference to anime? Why does every other article I read have reference to some American Sitcom or other live-action medium? It's a part of popular culture, that's why. The Sunflower Samurai as well as Sunflowers themselves are a HUGE central plot point that dominates almost every single episode. So post it in the Samurai Champloo article. Anime is not central nor even moderately relevant to actual sunflowers. If it is at the end, labeled, and sufficiently known information, why not have it? why do sunflowers """"want"""" to follow the sun? what do they get out of it? is this known? guessed by relevant public work? I myself would even take a clue, here. (thats I really wanna get info on this) Bye and thanks. Heliotropic flowers are more prevalent among plants in alpine areas. The absorbed light makes the flowers warmer, which attracts more pollinating insects. http://www.blackwell-synergy.com/doi/full/10.1046/j.1365-3040.1998.00336.x?cookieSet=1 May be the sunflower's heliotropism is a rudimentary feature from an alpine past? Pizarro? It says that he cultivated them around 1000 B.C.... but this is impossible because Pizarro didn't even go to the Americas until the 16th century A.D. Although the text did not say Pizarro cultivated sunflowers, the sentence has been rephrased. """
obscene,false_negative,0.006096687504931765,obscene,,"UNBLOCK: 1. The reason I used sockpuppets was to avoid harassment from user: Dibo who immediately reverted all my edits, , and when I forgot to log and branded me a sockpuppet of some previous user, here which the checkuser proved did not exist . I got into a revert war with user: Tancred and user: Dibo who from the contributions, seemed to devote their time exclusively to making trouble and aiding each other in edit wars, as is shown here, , as well as in the earlier case regarding user: Ehinger222 who they erroneeouslly accused me of being. After several days of edit warring with user: Tancred over the right to call rugby league football, football,(surely a neccessity and not erroneous), user: Tancred's vandalism to the rugby league nations template here , The names of various sports on the Marconi stadium site and whether the a-league franchises should be referred to as clubs(part of their franchise names, e.g.Queensland Roar FC is a franchise and not a club, but takes the name of a club for marketting reasons) or franchises, and whether minor premiers were premiers or not. Tancred has a history of edit wars, exemplified no better than here. I was banned by user: Chuq although my last free edits from here were this , , my last was this . is where I made an argument for my case for the A-League case. Earlier, I had asked Chuq to please get a non soccer admin to help sort it out made in language not too different to chuq's . Funnilly enough user:Chuq sent no warnings to user:Dibo and user:Tancred despite their equally uncivil and accusatry of vandalism here , (I was not one at that stage, as I was not trying to misuse the system and eing honest enough not to use this account to try to sway the argument), , (note the term POV rubbish). I felt I was hard done by and resolved to annoy the blockers as much as they had annoyed me before resuming as my previous identity and making a large number of useful contributions before being bogged down by a piece of shit like user:Dibo who provoked this whole encounter. User:Dibo and User:tancred are the ones who should be banned if any justice is to be done, and I am resolved upon annoying the whole lot of you unless I am unblocked and the usefullness of my <500 edits is acknowledged as actual contributions and user:dibo recognised as the edit warrer that he/she/ it is."
obscene,false_negative,0.0069931765860813755,obscene,,"Re:Mere Rubbish == I also think it is mere rubbish but I also think it is not completely rubbish. According to the southeast asian history, most of the ancient rulers of this region are Hindus, some rulers came from Persia (map covered Middle east, Greece, west India - Achaemenid Empire, Seleucid Empire, Parthian Empire and Sassanid Dynasty, please look at the size of the map their conquered). Kedah is a good example where the king from Persia came and eventually he built a kingdom. In the old days, it was slavery society (no sultanate and no democracy yet), all Hindu rulers belong to higher class, common peoples and the natives belong to inferior slave class. The Hindus rulers came from India and Persia and they ruled most of the southeast asia, they called themselves high class peoples, the rest are merely slaves. Parameswara is a Hindu ruler, he is one of the descendants of the Hindu royal family that belong to higher class of Hinduism. As for the Macedonian bloodline, this is also not completely rubbish. In the old days, the Persian empire was so big, they are so proud with king Alexander the Great. Also, they ruled some of the southeast asian lands such as the Angkor, Pasai, etc. Parameswara later married Pasai's princess and adopted Persian Shah and claimed as descendant of Alexander the Great, I don't think all this is completely rubbish. Anyway, please correct me, I may be wrong too. =="
threat,false_positive,0.6953760105784371,"toxic, obscene, insult","toxic, obscene, threat, insult","Hey how ya doin fuck face? did u think you were safe? huh? did ya? SKANK? you are a ho. you need death, and nothing else. i really dislike your existance. i think that you are a piece of shit. i will come to your home, and kill you, and any other man-lover you have hiding there. you should perish you skank. you are more worthless than the dog shit in the backyard. if you think that you can come get me, as GOD as my witness i will conduct a crusade against your kind. WHY THE FUCK would you change the lci food fight article? i really hope you die in a hole somewhere. i will continue to come back, until you fucking ROT IN HELL! you are no longer needed on earth, or wikipedia, so make like the homosexual you are, and anal fuck yourself until you drown in a cesspool of your own bodily fluids. i really hope you perish soon. end your life any way you want, here are some starting ideas: Hang yourself, shoot yourself in the head with a shotgun, whatever you wish! hell, even light yourself on fire AND hang yourself. just dont make TOO much of a mess, as no one will want to spend that much time on a WORTHLESS PIECE OF SHIT like you. go die. commit suicide. terminate your existance. all of the above. that would make me happy. i hope to GOD that you end your life by tomorrow, or even do it in the sunrise. when i get blocked for this, i will KNOW that you read it. thank you, you are no longer needed- -thank you, management.(god)"
threat,false_negative,0.0025944926295175656,"toxic, threat",,"Why are you still here? Can you not find anything more important to do, like killing yourself?"
threat,false_negative,0.0032833943270930894,"toxic, threat, insult",,"Hope he dies Now this Atheist filth's wife has gone, he should follow soon and give us all a rest from him Paedophillic behaviour."
threat,false_negative,0.0035348528810227892,"toxic, threat, identity_hate",,of killing all the jews
insult,false_positive,0.9995216116006933,"toxic, severe_toxic, obscene","toxic, obscene, insult","It's not a fu©king joke, you motherfu©king idiot, and worthless stupid cunt! Go die in hell for being such a bastard! It's true go to St. Peters Recplex yourself you bossy 1 year old! I hate stupid retards."
insult,false_positive,0.9986019814690521,"toxic, obscene","toxic, severe_toxic, obscene, insult",""" Wikipedia sucks. All of these """"post monitors"""" or whatever the hell you asshole are, you suck. You really ruin wikipedia. If I can't even be in control of my own fucking page, on a website where you're free to edit and add input to anything else, is fucked up. Fuck you all, you're all huge faggots. Go ahead and have a power trip on me, you fucking bitch ass pussy."""
insult,false_positive,0.9984703860158859,"toxic, obscene","toxic, obscene, insult",(either you are an idiot or an asshole)
insult,false_negative,0.0027154308867351385,"toxic, obscene, insult, identity_hate",,""" fuck u communist bastards!!!! if u lik the sunflkower on this page go blow urself. It has all the sections clearly labeled and it is easy to read. One small thing would maybe be to have less sections, although I do think that for showing so many different aspects of the sunflower you do a good job of keeping it focused. Overall well done, probably one of the best I have read. I would say try to simplify it a little bit, and are all the pictures relevant to the article? Adrian Arias New image thumb| Sunflower I'd like to propose this image for the sunflower article. Wow that's nice. Go ahead and add it to the gallery, if that's where you'd like it. Bold text Unneccessary reference Is Samurai Champloo important enough to be included in this article? It doesn't seem to add much to the article. Why's every article I look at have some reference to anime? Why does every other article I read have reference to some American Sitcom or other live-action medium? It's a part of popular culture, that's why. The Sunflower Samurai as well as Sunflowers themselves are a HUGE central plot point that dominates almost every single episode. So post it in the Samurai Champloo article. Anime is not central nor even moderately relevant to actual sunflowers. If it is at the end, labeled, and sufficiently known information, why not have it? why do sunflowers """"want"""" to follow the sun? what do they get out of it? is this known? guessed by relevant public work? I myself would even take a clue, here. (thats I really wanna get info on this) Bye and thanks. Heliotropic flowers are more prevalent among plants in alpine areas. The absorbed light makes the flowers warmer, which attracts more pollinating insects. http://www.blackwell-synergy.com/doi/full/10.1046/j.1365-3040.1998.00336.x?cookieSet=1 May be the sunflower's heliotropism is a rudimentary feature from an alpine past? Pizarro? It says that he cultivated them around 1000 B.C.... but this is impossible because Pizarro didn't even go to the Americas until the 16th century A.D. Although the text did not say Pizarro cultivated sunflowers, the sentence has been rephrased. """
insult,false_negative,0.005254464532822918,insult,,""" I dont care about the name but there is a WP:RM on the talkpage saying articleshall not be moved and this is not your first attempt. That is why it is considered a disruptive edit. Also there is no need to attack editors calling them """"imbecile"""". (talk) Oh you don't care about the name - here put name up for consensus why don't you and have submitted your own name because you might be writing it on paper wrong!? No I don't care what you've got to say - it is NOT disruptive because if that were actually the case there would be more articles showing the surname as Mckay and not McKay which proves there is no need whatsoever for a consensus vote! Actually do some research there mate - instead of reverting just because of that blinking consensus which is wrong anyway! You've just proven that you're not a good editor yourself by saying """"I dont care about the name but there is a WP:RM on the talkpage saying articleshall not be moved and this is not your first attempt"""". That my friend shows a complete disregard for factual information and research in general! Mate, funny I only called you an imbecile because you ATTACKED me first with your silly disruptive edits message. NOT EVERYTHING REQUIRES CONSENSUS AND ALSO CONSENSUS CAN BE WRONG! Think about that."""
insult,false_negative,0.005704976136408739,"insult, identity_hate",,REDIRECT Talk:Bolivian chinchilla rat
identity_hate,false_positive,0.9646325995684021,toxic,"toxic, obscene, insult, identity_hate",ura fag... u gay L
identity_hate,false_positive,0.9222051292803998,"toxic, severe_toxic, obscene, insult","toxic, severe_toxic, obscene, insult, identity_hate","REMEMBER ME?! I'MMMMMMMMMMMMMMMMMMMMMMM BACK YOU CHILD RAPIST FAGGOT FUCKER!!! YOU LICK LITTLE 2 Y/O GIRLS PUSSIES AND SUCK 1 Y/O DICK!!!! GAY ASS FAGGOTTTTTTTTTTTT. YOU GOD DAMN CAMEL JOCKEY FUCKER! YOU GOD DAMN A.B.C!! YOU SUCK APE COCK MOTHERFUCKER! YOU MOTHER RAPES DINKS WHILE YOUR DAD FUCKS HAPA COCK! YOU FUCKING GINZO LOOKING MOTHERFUCKING NIP LOOKING FAGGOT! YOU SUCK SAND NIGGER PUSSY! YOU FAGGOT! WOG MOTHERFUCKER! YOU LICK LITTLE 2 Y/O WETBACK WHORE LOOKING RAGHEAD SPEWING OCKER PUSSY! YOU FUCK 10 Y/O NEEJEE ASSHOLE! YOU MOTHERFUCKING LIMEY BITCH! YOU MOTHER IS A CROSS-DRESSING WHORE SLUT THAT MARRIED A CROSSING DRESSING FAG TRANSSEXUAL! YOU BITCH ASS JIM FISH HAJI GUB ASS MOTHER RAPES DEAD GRANNIES! THAT BITCH DIGS DEAD SLUTS UP FROM THE GRAVE YARD AND STRAPS HER STRAP ON ON AND BANGS THE DEAD SLUTS IN THEIR ASS!!! YOU MOTHER FUCKS YOU GOD DAMN DUNE COON CHEE-CHEE BOG IRISH LICKING EIGHT BALL JUNGLE BUNNY OREO SUCKING GREAT GRANNY!!! AND I KNOW YOU FUCKING WATCH WHILE TRAIN BANGING CHILDREN! CHILD RAPIST MOTHERFUCK! YOU RAPE HUNS! YOU SUCK CHILD COCK! YOU SUCK FLIP CHILDRENS DICKS AND FINGER CLOG WOG BOUNTY BEAR ASS! I'M GOING TO FOLLOW YOU AND POST ABOUT YOUR CHILD RAPIST LOVING WHORE ASS EVERY DAY YOU SLUT ANN NIG-NOG LOVING WHORE! AND IF I AM BANNED I'LL WAIT YOU FUCKING SLUT BANGING PUSSY LICKER AND THEN POST AGAIN AFTER MY BAN IS UP YOU CHILD RAPIST! YOU EAT CHILDRENS COCK AND SUCK THEIR PUSSY FOR BREAKFAST, LUNCH AND DINNER!"
identity_hate,false_positive,0.8000206997090635,toxic,"toxic, identity_hate",Hello Y are u so gay!
identity_hate,false_negative,0.0007400336793019315,"toxic, obscene, insult, identity_hate",,""" fuck u communist bastards!!!! if u lik the sunflkower on this page go blow urself. It has all the sections clearly labeled and it is easy to read. One small thing would maybe be to have less sections, although I do think that for showing so many different aspects of the sunflower you do a good job of keeping it focused. Overall well done, probably one of the best I have read. I would say try to simplify it a little bit, and are all the pictures relevant to the article? Adrian Arias New image thumb| Sunflower I'd like to propose this image for the sunflower article. Wow that's nice. Go ahead and add it to the gallery, if that's where you'd like it. Bold text Unneccessary reference Is Samurai Champloo important enough to be included in this article? It doesn't seem to add much to the article. Why's every article I look at have some reference to anime? Why does every other article I read have reference to some American Sitcom or other live-action medium? It's a part of popular culture, that's why. The Sunflower Samurai as well as Sunflowers themselves are a HUGE central plot point that dominates almost every single episode. So post it in the Samurai Champloo article. Anime is not central nor even moderately relevant to actual sunflowers. If it is at the end, labeled, and sufficiently known information, why not have it? why do sunflowers """"want"""" to follow the sun? what do they get out of it? is this known? guessed by relevant public work? I myself would even take a clue, here. (thats I really wanna get info on this) Bye and thanks. Heliotropic flowers are more prevalent among plants in alpine areas. The absorbed light makes the flowers warmer, which attracts more pollinating insects. http://www.blackwell-synergy.com/doi/full/10.1046/j.1365-3040.1998.00336.x?cookieSet=1 May be the sunflower's heliotropism is a rudimentary feature from an alpine past? Pizarro? It says that he cultivated them around 1000 B.C.... but this is impossible because Pizarro didn't even go to the Americas until the 16th century A.D. Although the text did not say Pizarro cultivated sunflowers, the sentence has been rephrased. """
identity_hate,false_negative,0.0028443246176608314,"insult, identity_hate",,REDIRECT Talk:Bolivian chinchilla rat
identity_hate,false_negative,0.002998642685480994,"insult, identity_hate",,"It doesn't matter what I think. I'm a big retarded antisemite. I'm-a go throw myself in front of an sixteen-wheeler with the grill covered in razor wire and video-tape it for you. People will find the lone tripod on the side of the road, see the video, think it's lulzy, then put it on YouTube for posterity. And THAT's my last post. WilliamH, sorry for wasting your time. Everyone else, search 'antisemite vs. truck' on the YT in a few days. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait, THAT one was. No wait....... Okay, THAT one was."
